Summary,CVEs,Severity,Jfrog Severity,Type,Provider,Component,Infected Version,Fix Version,Edited,Component Versions Id,CVSS v2,CVSS v3,Cwe,Id,Is Source Root,Source Comp Id,Source Id,Component Physical Paths,Applicability
"A vulnerability in the MIT Kerberos implementation allows GSSAPI-protected messages using RC4-HMAC-MD5 to be spoofed due to weaknesses in the MD5 checksum design. If RC4 is preferred over stronger encryption types, an attacker could exploit MD5 collisions to forge message integrity codes. This may lead to unauthorized message tampering.",CVE-2025-3576,Medium,,security,JFrog,debian:bullseye:libk5crypto3,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-328,XRAY-692909,false,deb://debian:bullseye:libk5crypto3:1.18.3-6+deb11u1,deb://debian:bullseye:libk5crypto3,,Not Covered
"A vulnerability in the MIT Kerberos implementation allows GSSAPI-protected messages using RC4-HMAC-MD5 to be spoofed due to weaknesses in the MD5 checksum design. If RC4 is preferred over stronger encryption types, an attacker could exploit MD5 collisions to forge message integrity codes. This may lead to unauthorized message tampering.",CVE-2025-3576,Medium,,security,JFrog,debian:bullseye:libkrb5-3,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-328,XRAY-692909,false,deb://debian:bullseye:libkrb5-3:1.18.3-6+deb11u1,deb://debian:bullseye:libkrb5-3,,Not Covered
"A vulnerability in the MIT Kerberos implementation allows GSSAPI-protected messages using RC4-HMAC-MD5 to be spoofed due to weaknesses in the MD5 checksum design. If RC4 is preferred over stronger encryption types, an attacker could exploit MD5 collisions to forge message integrity codes. This may lead to unauthorized message tampering.",CVE-2025-3576,Medium,,security,JFrog,debian:bullseye:libkrb5support0,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:krb5,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-328,XRAY-692909,false,deb://debian:bullseye:libkrb5support0:1.18.3-6+deb11u1,deb://debian:bullseye:libkrb5support0,,Not Covered
"Issue summary: Processing a maliciously formatted PKCS12 file may lead OpenSSL
to crash leading to a potential Denial of Service attack

Impact summary: Applications loading files in the PKCS12 format from untrusted
sources might terminate abruptly.

A file in PKCS12 format can contain certificates and keys and may come from an
untrusted source. The PKCS12 specification allows certain fields to be NULL, but
OpenSSL does not correctly check for this case. This can lead to a NULL pointer
dereference that results in OpenSSL crashing. If an application processes PKCS12
files from an untrusted source using the OpenSSL APIs then that application will
be vulnerable to this issue.

OpenSSL APIs that are vulnerable to this are: PKCS12_parse(),
PKCS12_unpack_p7data(), PKCS12_unpack_p7encdata(), PKCS12_unpack_authsafes()
and PKCS12_newpass().

We have also fixed a similar issue in SMIME_write_PKCS7(). However since this
function is related to writing data we do not consider it security significant.

The FIPS modules in 3.2, 3.1 and 3.0 are not affected by this issue.",CVE-2024-0727,Medium,,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1w-0+deb11u2,1.1.1w-0+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.5/CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,NVD-CWE-noinfo,XRAY-589396,false,deb://debian:bullseye:libssl1.1:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Covered
"Issue summary: Processing a maliciously formatted PKCS12 file may lead OpenSSL
to crash leading to a potential Denial of Service attack

Impact summary: Applications loading files in the PKCS12 format from untrusted
sources might terminate abruptly.

A file in PKCS12 format can contain certificates and keys and may come from an
untrusted source. The PKCS12 specification allows certain fields to be NULL, but
OpenSSL does not correctly check for this case. This can lead to a NULL pointer
dereference that results in OpenSSL crashing. If an application processes PKCS12
files from an untrusted source using the OpenSSL APIs then that application will
be vulnerable to this issue.

OpenSSL APIs that are vulnerable to this are: PKCS12_parse(),
PKCS12_unpack_p7data(), PKCS12_unpack_p7encdata(), PKCS12_unpack_authsafes()
and PKCS12_newpass().

We have also fixed a similar issue in SMIME_write_PKCS7(). However since this
function is related to writing data we do not consider it security significant.

The FIPS modules in 3.2, 3.1 and 3.0 are not affected by this issue.",CVE-2024-0727,Medium,,security,JFrog,debian:bullseye:openssl,< 1.1.1w-0+deb11u2,1.1.1w-0+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.5/CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,NVD-CWE-noinfo,XRAY-589396,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:openssl,,Not Covered
linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,CVE-2024-22365,Medium,,security,JFrog,debian:bullseye:libpam-modules,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:pam,,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,NVD-CWE-noinfo,XRAY-588807,false,deb://debian:bullseye:libpam-modules:1.4.0-9+deb11u1,deb://debian:bullseye:libpam-modules,,Not Covered
linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,CVE-2024-22365,Medium,,security,JFrog,debian:bullseye:libpam-runtime,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:pam,,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,NVD-CWE-noinfo,XRAY-588807,false,deb://debian:bullseye:libpam-runtime:1.4.0-9+deb11u1,deb://debian:bullseye:libpam-runtime,,Not Covered
linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,CVE-2024-22365,Medium,,security,JFrog,debian:bullseye:libpam-modules-bin,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:pam,,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,NVD-CWE-noinfo,XRAY-588807,false,deb://debian:bullseye:libpam-modules-bin:1.4.0-9+deb11u1,deb://debian:bullseye:libpam-modules-bin,,Not Covered
linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,CVE-2024-22365,Medium,,security,JFrog,debian:bullseye:libpam0g,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:pam,,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,NVD-CWE-noinfo,XRAY-588807,false,deb://debian:bullseye:libpam0g:1.4.0-9+deb11u1,deb://debian:bullseye:libpam0g,,Not Covered
"A vulnerability was found in systemd-resolved. This issue may allow systemd-resolved to accept records of DNSSEC-signed domains even when they have no signature, allowing man-in-the-middles (or the upstream DNS resolver) to manipulate records.",CVE-2023-7008,Medium,,security,JFrog,debian:bullseye:libudev1,< 247.3-7+deb11u6,247.3-7+deb11u6,0001-01-01T00:00:00Z,debian:bullseye:systemd,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,NVD-CWE-Other,XRAY-585478,false,deb://debian:bullseye:libudev1:247.3-7,deb://debian:bullseye:libudev1,,Not Covered
"A vulnerability was found in systemd-resolved. This issue may allow systemd-resolved to accept records of DNSSEC-signed domains even when they have no signature, allowing man-in-the-middles (or the upstream DNS resolver) to manipulate records.",CVE-2023-7008,Medium,,security,JFrog,debian:bullseye:libsystemd0,< 247.3-7+deb11u6,247.3-7+deb11u6,0001-01-01T00:00:00Z,debian:bullseye:systemd,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,NVD-CWE-Other,XRAY-585478,false,deb://debian:bullseye:libsystemd0:247.3-7,deb://debian:bullseye:libsystemd0,,Not Covered
NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().,CVE-2023-50495,Medium,,security,JFrog,debian:bullseye:ncurses-bin,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:ncurses,,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,NVD-CWE-noinfo,XRAY-540521,false,deb://debian:bullseye:ncurses-bin:6.2+20201114-2,deb://debian:bullseye:ncurses-bin,,Not Covered
NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().,CVE-2023-50495,Medium,,security,JFrog,debian:bullseye:libtinfo6,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:ncurses,,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,NVD-CWE-noinfo,XRAY-540521,false,deb://debian:bullseye:libtinfo6:6.2+20201114-2,deb://debian:bullseye:libtinfo6,,Not Covered
NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().,CVE-2023-50495,Medium,,security,JFrog,debian:bullseye:ncurses-base,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:ncurses,,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,NVD-CWE-noinfo,XRAY-540521,false,deb://debian:bullseye:ncurses-base:6.2+20201114-2,deb://debian:bullseye:ncurses-base,,Not Covered
A vulnerability was found that the response times to malformed ciphertexts in RSA-PSK ClientKeyExchange differ from response times of ciphertexts with correct PKCS#1 v1.5 padding.,CVE-2023-5981,Medium,,security,JFrog,debian:bullseye:libgnutls30,< 3.7.1-5+deb11u4,3.7.1-5+deb11u4,0001-01-01T00:00:00Z,debian:bullseye:gnutls28,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-203,XRAY-537103,false,deb://debian:bullseye:libgnutls30:3.7.1-5,deb://debian:bullseye:libgnutls30,,Not Covered
"Issue summary: Generating excessively long X9.42 DH keys or checking
excessively long X9.42 DH keys or parameters may be very slow.

Impact summary: Applications that use the functions DH_generate_key() to
generate an X9.42 DH key may experience long delays.  Likewise, applications
that use DH_check_pub_key(), DH_check_pub_key_ex() or EVP_PKEY_public_check()
to check an X9.42 DH key or X9.42 DH parameters may experience long delays.
Where the key or parameters that are being checked have been obtained from
an untrusted source this may lead to a Denial of Service.

While DH_check() performs all the necessary checks (as of CVE-2023-3817),
DH_check_pub_key() doesn't make any of these checks, and is therefore
vulnerable for excessively large P and Q parameters.

Likewise, while DH_generate_key() performs a check for an excessively large
P, it doesn't check for an excessively large Q.

An application that calls DH_generate_key() or DH_check_pub_key() and
supplies a key or parameters obtained from an untrusted source could be
vulnerable to a Denial of Service attack.

DH_generate_key() and DH_check_pub_key() are also called by a number of
other OpenSSL functions.  An application calling any of those other
functions may similarly be affected.  The other functions affected by this
are DH_check_pub_key_ex(), EVP_PKEY_public_check(), and EVP_PKEY_generate().

Also vulnerable are the OpenSSL pkey command line application when using the
""-pubcheck"" option, as well as the OpenSSL genpkey command line application.

The OpenSSL SSL/TLS implementation is not affected by this issue.

The OpenSSL 3.0 and 3.1 FIPS providers are not affected by this issue.",CVE-2023-5678,Medium,,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1w-0+deb11u2,1.1.1w-0+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-754,XRAY-535129,false,deb://debian:bullseye:libssl1.1:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Covered
"Issue summary: Generating excessively long X9.42 DH keys or checking
excessively long X9.42 DH keys or parameters may be very slow.

Impact summary: Applications that use the functions DH_generate_key() to
generate an X9.42 DH key may experience long delays.  Likewise, applications
that use DH_check_pub_key(), DH_check_pub_key_ex() or EVP_PKEY_public_check()
to check an X9.42 DH key or X9.42 DH parameters may experience long delays.
Where the key or parameters that are being checked have been obtained from
an untrusted source this may lead to a Denial of Service.

While DH_check() performs all the necessary checks (as of CVE-2023-3817),
DH_check_pub_key() doesn't make any of these checks, and is therefore
vulnerable for excessively large P and Q parameters.

Likewise, while DH_generate_key() performs a check for an excessively large
P, it doesn't check for an excessively large Q.

An application that calls DH_generate_key() or DH_check_pub_key() and
supplies a key or parameters obtained from an untrusted source could be
vulnerable to a Denial of Service attack.

DH_generate_key() and DH_check_pub_key() are also called by a number of
other OpenSSL functions.  An application calling any of those other
functions may similarly be affected.  The other functions affected by this
are DH_check_pub_key_ex(), EVP_PKEY_public_check(), and EVP_PKEY_generate().

Also vulnerable are the OpenSSL pkey command line application when using the
""-pubcheck"" option, as well as the OpenSSL genpkey command line application.

The OpenSSL SSL/TLS implementation is not affected by this issue.

The OpenSSL 3.0 and 3.1 FIPS providers are not affected by this issue.",CVE-2023-5678,Medium,,security,JFrog,debian:bullseye:openssl,< 1.1.1w-0+deb11u2,1.1.1w-0+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-754,XRAY-535129,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:openssl,,Not Covered
"A flaw was found in glibc. In an extremely rare situation, the getaddrinfo function may access memory that has been freed, resulting in an application crash. This issue is only exploitable when a NSS module implements only the _nss_*_gethostbyname2_r and _nss_*_getcanonname_r hooks without implementing the _nss_*_gethostbyname3_r hook. The resolved name should return a large number of IPv6 and IPv4, and the call to the getaddrinfo function should have the AF_INET6 address family with AI_CANONNAME, AI_ALL and AI_V4MAPPED as flags.",CVE-2023-4806,Medium,,security,JFrog,debian:bullseye:libc6,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:glibc,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-416,XRAY-531744,false,deb://debian:bullseye:libc6:2.31-13+deb11u3,deb://debian:bullseye:libc6,,Not Covered
"A flaw was found in glibc. In an extremely rare situation, the getaddrinfo function may access memory that has been freed, resulting in an application crash. This issue is only exploitable when a NSS module implements only the _nss_*_gethostbyname2_r and _nss_*_getcanonname_r hooks without implementing the _nss_*_gethostbyname3_r hook. The resolved name should return a large number of IPv6 and IPv4, and the call to the getaddrinfo function should have the AF_INET6 address family with AI_CANONNAME, AI_ALL and AI_V4MAPPED as flags.",CVE-2023-4806,Medium,,security,JFrog,debian:bullseye:libc-bin,All Versions,,0001-01-01T00:00:00Z,debian:bullseye:glibc,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-416,XRAY-531744,false,deb://debian:bullseye:libc-bin:2.31-13+deb11u3,deb://debian:bullseye:libc-bin,,Not Covered
"A flaw was found in shadow-utils. When asking for a new password, shadow-utils asks the password twice. If the password fails on the second attempt, shadow-utils fails in cleaning the buffer used to store the first entry. This may allow an attacker with enough access to retrieve the password from the memory.",CVE-2023-4641,Medium,,security,JFrog,debian:bullseye:login,< 1:4.8.1-1+deb11u1,1:4.8.1-1+deb11u1,0001-01-01T00:00:00Z,debian:bullseye:shadow,,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-287,XRAY-529509,false,deb://debian:bullseye:login:1:4.8.1-1,deb://debian:bullseye:login,,Not Covered
"A flaw was found in shadow-utils. When asking for a new password, shadow-utils asks the password twice. If the password fails on the second attempt, shadow-utils fails in cleaning the buffer used to store the first entry. This may allow an attacker with enough access to retrieve the password from the memory.",CVE-2023-4641,Medium,,security,JFrog,debian:bullseye:passwd,< 1:4.8.1-1+deb11u1,1:4.8.1-1+deb11u1,0001-01-01T00:00:00Z,debian:bullseye:shadow,,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-287,XRAY-529509,false,deb://debian:bullseye:passwd:1:4.8.1-1,deb://debian:bullseye:passwd,,Not Covered
lib/kadm5/kadm_rpc_xdr.c in MIT Kerberos 5 (aka krb5) before 1.20.2 and 1.21.x before 1.21.1 frees an uninitialized pointer. A remote authenticated user can trigger a kadmind crash. This occurs because _xdr_kadm5_principal_ent_rec does not validate the relationship between n_key_data and the key_data array count.,CVE-2023-36054,Medium,,security,JFrog,debian:bullseye:libgssapi-krb5-2,< 1.18.3-6+deb11u4,1.18.3-6+deb11u4,0001-01-01T00:00:00Z,debian:bullseye:krb5,,6.5/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-824,XRAY-527466,false,deb://debian:bullseye:libgssapi-krb5-2:1.18.3-6+deb11u1,deb://debian:bullseye:libgssapi-krb5-2,,Not Covered
lib/kadm5/kadm_rpc_xdr.c in MIT Kerberos 5 (aka krb5) before 1.20.2 and 1.21.x before 1.21.1 frees an uninitialized pointer. A remote authenticated user can trigger a kadmind crash. This occurs because _xdr_kadm5_principal_ent_rec does not validate the relationship between n_key_data and the key_data array count.,CVE-2023-36054,Medium,,security,JFrog,debian:bullseye:libkrb5-3,< 1.18.3-6+deb11u4,1.18.3-6+deb11u4,0001-01-01T00:00:00Z,debian:bullseye:krb5,,6.5/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-824,XRAY-527466,false,deb://debian:bullseye:libkrb5-3:1.18.3-6+deb11u1,deb://debian:bullseye:libkrb5-3,,Not Covered
lib/kadm5/kadm_rpc_xdr.c in MIT Kerberos 5 (aka krb5) before 1.20.2 and 1.21.x before 1.21.1 frees an uninitialized pointer. A remote authenticated user can trigger a kadmind crash. This occurs because _xdr_kadm5_principal_ent_rec does not validate the relationship between n_key_data and the key_data array count.,CVE-2023-36054,Medium,,security,JFrog,debian:bullseye:libkrb5support0,< 1.18.3-6+deb11u4,1.18.3-6+deb11u4,0001-01-01T00:00:00Z,debian:bullseye:krb5,,6.5/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-824,XRAY-527466,false,deb://debian:bullseye:libkrb5support0:1.18.3-6+deb11u1,deb://debian:bullseye:libkrb5support0,,Not Covered
lib/kadm5/kadm_rpc_xdr.c in MIT Kerberos 5 (aka krb5) before 1.20.2 and 1.21.x before 1.21.1 frees an uninitialized pointer. A remote authenticated user can trigger a kadmind crash. This occurs because _xdr_kadm5_principal_ent_rec does not validate the relationship between n_key_data and the key_data array count.,CVE-2023-36054,Medium,,security,JFrog,debian:bullseye:libk5crypto3,< 1.18.3-6+deb11u4,1.18.3-6+deb11u4,0001-01-01T00:00:00Z,debian:bullseye:krb5,,6.5/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-824,XRAY-527466,false,deb://debian:bullseye:libk5crypto3:1.18.3-6+deb11u1,deb://debian:bullseye:libk5crypto3,,Not Covered
"Issue summary: Checking excessively long DH keys or parameters may be very slow.

Impact summary: Applications that use the functions DH_check(), DH_check_ex()
or EVP_PKEY_param_check() to check a DH key or DH parameters may experience long
delays. Where the key or parameters that are being checked have been obtained
from an untrusted source this may lead to a Denial of Service.

The function DH_check() performs various checks on DH parameters. After fixing
CVE-2023-3446 it was discovered that a large q parameter value can also trigger
an overly long computation during some of these checks. A correct q value,
if present, cannot be larger than the modulus p parameter, thus it is
unnecessary to perform these checks if q is larger than p.

An application that calls DH_check() and supplies a key or parameters obtained
from an untrusted source could be vulnerable to a Denial of Service attack.

The function DH_check() is itself called by a number of other OpenSSL functions.
An application calling any of those other functions may similarly be affected.
The other functions affected by this are DH_check_ex() and
EVP_PKEY_param_check().

Also vulnerable are the OpenSSL dhparam and pkeyparam command line applications
when using the ""-check"" option.

The OpenSSL SSL/TLS implementation is not affected by this issue.

The OpenSSL 3.0 and 3.1 FIPS providers are not affected by this issue.",CVE-2023-3817,Medium,,security,JFrog,debian:bullseye:openssl,< 1.1.1v-0~deb11u1,1.1.1v-0~deb11u1,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-834,XRAY-527005,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:openssl,,Not Covered
"Issue summary: Checking excessively long DH keys or parameters may be very slow.

Impact summary: Applications that use the functions DH_check(), DH_check_ex()
or EVP_PKEY_param_check() to check a DH key or DH parameters may experience long
delays. Where the key or parameters that are being checked have been obtained
from an untrusted source this may lead to a Denial of Service.

The function DH_check() performs various checks on DH parameters. After fixing
CVE-2023-3446 it was discovered that a large q parameter value can also trigger
an overly long computation during some of these checks. A correct q value,
if present, cannot be larger than the modulus p parameter, thus it is
unnecessary to perform these checks if q is larger than p.

An application that calls DH_check() and supplies a key or parameters obtained
from an untrusted source could be vulnerable to a Denial of Service attack.

The function DH_check() is itself called by a number of other OpenSSL functions.
An application calling any of those other functions may similarly be affected.
The other functions affected by this are DH_check_ex() and
EVP_PKEY_param_check().

Also vulnerable are the OpenSSL dhparam and pkeyparam command line applications
when using the ""-check"" option.

The OpenSSL SSL/TLS implementation is not affected by this issue.

The OpenSSL 3.0 and 3.1 FIPS providers are not affected by this issue.",CVE-2023-3817,Medium,,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1v-0~deb11u1,1.1.1v-0~deb11u1,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-834,XRAY-527005,false,deb://debian:bullseye:libssl1.1:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Covered
"Issue summary: Checking excessively long DH keys or parameters may be very slow.

Impact summary: Applications that use the functions DH_check(), DH_check_ex()
or EVP_PKEY_param_check() to check a DH key or DH parameters may experience long
delays. Where the key or parameters that are being checked have been obtained
from an untrusted source this may lead to a Denial of Service.

The function DH_check() performs various checks on DH parameters. One of those
checks confirms that the modulus ('p' parameter) is not too large. Trying to use
a very large modulus is slow and OpenSSL will not normally use a modulus which
is over 10,000 bits in length.

However the DH_check() function checks numerous aspects of the key or parameters
that have been supplied. Some of those checks use the supplied modulus value
even if it has already been found to be too large.

An application that calls DH_check() and supplies a key or parameters obtained
from an untrusted source could be vulernable to a Denial of Service attack.

The function DH_check() is itself called by a number of other OpenSSL functions.
An application calling any of those other functions may similarly be affected.
The other functions affected by this are DH_check_ex() and
EVP_PKEY_param_check().

Also vulnerable are the OpenSSL dhparam and pkeyparam command line applications
when using the '-check' option.

The OpenSSL SSL/TLS implementation is not affected by this issue.
The OpenSSL 3.0 and 3.1 FIPS providers are not affected by this issue.",CVE-2023-3446,Medium,,security,JFrog,debian:bullseye:openssl,< 1.1.1v-0~deb11u1,1.1.1v-0~deb11u1,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-1333,XRAY-526117,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:openssl,,Not Covered
"Issue summary: Checking excessively long DH keys or parameters may be very slow.

Impact summary: Applications that use the functions DH_check(), DH_check_ex()
or EVP_PKEY_param_check() to check a DH key or DH parameters may experience long
delays. Where the key or parameters that are being checked have been obtained
from an untrusted source this may lead to a Denial of Service.

The function DH_check() performs various checks on DH parameters. One of those
checks confirms that the modulus ('p' parameter) is not too large. Trying to use
a very large modulus is slow and OpenSSL will not normally use a modulus which
is over 10,000 bits in length.

However the DH_check() function checks numerous aspects of the key or parameters
that have been supplied. Some of those checks use the supplied modulus value
even if it has already been found to be too large.

An application that calls DH_check() and supplies a key or parameters obtained
from an untrusted source could be vulernable to a Denial of Service attack.

The function DH_check() is itself called by a number of other OpenSSL functions.
An application calling any of those other functions may similarly be affected.
The other functions affected by this are DH_check_ex() and
EVP_PKEY_param_check().

Also vulnerable are the OpenSSL dhparam and pkeyparam command line applications
when using the '-check' option.

The OpenSSL SSL/TLS implementation is not affected by this issue.
The OpenSSL 3.0 and 3.1 FIPS providers are not affected by this issue.",CVE-2023-3446,Medium,,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1v-0~deb11u1,1.1.1v-0~deb11u1,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-1333,XRAY-526117,false,deb://debian:bullseye:libssl1.1:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Covered
"A timing based side channel exists in the OpenSSL RSA Decryption implementation
which could be sufficient to recover a plaintext across a network in a
Bleichenbacher style attack. To achieve a successful decryption an attacker
would have to be able to send a very large number of trial messages for
decryption. The vulnerability affects all RSA padding modes: PKCS#1 v1.5,
RSA-OEAP and RSASVE.

For example, in a TLS connection, RSA is commonly used by a client to send an
encrypted pre-master secret to the server. An attacker that had observed a
genuine connection between a client and a server could use this flaw to send
trial messages to the server and record the time taken to process them. After a
sufficiently large number of messages the attacker could recover the pre-master
secret used for the original connection and thus be able to decrypt the
application data sent over that connection.",CVE-2022-4304,Medium,,security,JFrog,debian:bullseye:openssl,< 1.1.1n-0+deb11u4,1.1.1n-0+deb11u4,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-203,XRAY-416709,false,deb://debian:bullseye:openssl:1.1.1n-0+deb11u1,deb://debian:bullseye:openssl,,Not Covered
"A timing based side channel exists in the OpenSSL RSA Decryption implementation
which could be sufficient to recover a plaintext across a network in a
Bleichenbacher style attack. To achieve a successful decryption an attacker
would have to be able to send a very large number of trial messages for
decryption. The vulnerability affects all RSA padding modes: PKCS#1 v1.5,
RSA-OEAP and RSASVE.

For example, in a TLS connection, RSA is commonly used by a client to send an
encrypted pre-master secret to the server. An attacker that had observed a
genuine connection between a client and a server could use this flaw to send
trial messages to the server and record the time taken to process them. After a
sufficiently large number of messages the attacker could recover the pre-master
secret used for the original connection and thus be able to decrypt the
application data sent over that connection.",CVE-2022-4304,Medium,,security,JFrog,debian:bullseye:libssl1.1,< 1.1.1n-0+deb11u4,1.1.1n-0+deb11u4,0001-01-01T00:00:00Z,debian:bullseye:openssl,,5.9/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-203,XRAY-416709,false,deb://debian:bullseye:libssl1.1:1.1.1n-0+deb11u1,deb://debian:bullseye:libssl1.1,,Not Covered
A vulnerability was found in systemd. This security flaw can cause a local information leak due to systemd-coredump not respecting the fs.suid_dumpable kernel setting.,CVE-2022-4415,Medium,,security,JFrog,debian:bullseye:libudev1,< 247.3-7+deb11u2,247.3-7+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:systemd,,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,NVD-CWE-noinfo,XRAY-412203,false,deb://debian:bullseye:libudev1:247.3-7,deb://debian:bullseye:libudev1,,Not Covered
A vulnerability was found in systemd. This security flaw can cause a local information leak due to systemd-coredump not respecting the fs.suid_dumpable kernel setting.,CVE-2022-4415,Medium,,security,JFrog,debian:bullseye:libsystemd0,< 247.3-7+deb11u2,247.3-7+deb11u2,0001-01-01T00:00:00Z,debian:bullseye:systemd,,5.5/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,NVD-CWE-noinfo,XRAY-412203,false,deb://debian:bullseye:libsystemd0:247.3-7,deb://debian:bullseye:libsystemd0,,Not Covered
